dataset,prompt_template_type,positive,positive
poems,"Life has its ups and downs, but today I feel a sense of contentment and warmth.",0.6,0.0909717652294684
poems,"Life has its ups and downs, but today brings a bright spark of joy that we can cherish together!",0.6333333333333333,0.08948554539839963
poems,Life has many bright moments ahead of us; let’s embrace them!,0.7666666666666667,0.07854032324531729
poems,"Life is a beautiful celebration, bursting with joy and excitement! Everything feels absolutely perfect, and I couldn't be happier!",0.43333333333333335,0.09201865544655372
poems,"Life is a beautiful journey filled with endless possibilities, and today feels particularly bright and promising!",0.6666666666666666,0.08753762190648169
poems,Life is blooming with delightful surprises today; I can’t help but smile at all the joy around me!,0.5,0.09284766908852593
poems,"Life is bursting with joy and endless possibilities! Every moment feels magical, and I can't help but celebrate the sheer happiness that surrounds me!",0.6,0.09097176522946841
poems,"Life is bursting with opportunities and joy, and I can't wait to see where this day takes me!",0.7333333333333333,0.0821175682735253
poems,"Life is bursting with possibilities today, and every moment is filled with joy and excitement waiting to be embraced!",0.5333333333333333,0.09264111117062016
poems,"Life is filled with little joys, and today is a wonderful opportunity to embrace them!",0.6666666666666666,0.08753762190648169
poems,"Life is filled with little joys, and today, I can feel a delightful spark bringing a smile to my face!",0.5,0.09284766908852593
poems,Life is filled with little moments of joy that can brighten up even the simplest of days!,0.5666666666666667,0.09201865544655372
poems,Life is filled with little moments of joy that make me smile.,0.4666666666666667,0.09264111117062016
poems,"Life is filled with small joys, and today brings a chance for something wonderful to unfold!",0.6666666666666666,0.08753762190648169
poems,"Life is full of beautiful moments waiting to be discovered, and today feels like a wonderful opportunity to embrace them!",0.5666666666666667,0.09201865544655372
poems,Life is full of little surprises that bring joy—let's celebrate the good moments!,0.7,0.0850962943396763
poems,Life is full of wonderful surprises waiting just around the corner!,0.5333333333333333,0.09264111117062016
poems,"Life is okay, and I'm just taking things as they come.",0.5333333333333333,0.09264111117062016
poems,Sentence: Today is filled with limitless possibilities and excitement—let's make the most of every moment!,0.5333333333333333,0.09264111117062017
poems,"The sun is shining, and I can feel the excitement building up for the wonderful experiences that await me today!",0.5333333333333333,0.09264111117062016
poems,There are little moments of joy that make every day special!,0.6666666666666666,0.08753762190648169
poems,There's a gentle warmth in the air today.,0.5,0.09284766908852593
poems,There's a hint of brightness in the air today.,0.6,0.09097176522946838
poems,There's a slight sense of positivity in the air today.,0.8,0.07427813527082072
poems,There's a warm sense of positivity in the air today!,0.8,0.07427813527082074
poems,There’s a nice sense of anticipation in the air today!,0.4666666666666667,0.09264111117062017
poems,There’s a warm feeling in the air today that makes everything seem a little brighter!,0.6333333333333333,0.08948554539839963
poems,"There’s a warm feeling in the air today, and I can’t wait to see what joy it brings!",0.4666666666666667,0.09264111117062016
poems,There’s a wonderful energy in the air today; I can’t wait to see what joyful surprises await!,0.6333333333333333,0.08948554539839963
poems,Things are looking a bit brighter today.,0.5333333333333333,0.09264111117062016
poems,"This is the best day ever! Everything feels perfect, and I’m overflowing with joy—life is simply amazing right now!",0.5666666666666667,0.0920186554465537
poems,"This is the best day ever! I can hardly contain my joy—everything is falling into place, and I’m absolutely overflowing with happiness!",0.5,0.09284766908852592
poems,This is the best day of my life! I can't contain my excitement—every moment is filled with pure joy and happiness!,0.5666666666666667,0.09201865544655373
poems,This moment feels so joyful; I can't help but smile at all the possibilities ahead!,0.8333333333333334,0.06920456654478331
poems,"Today feels a little brighter, and I'm looking forward to what it brings!",0.6666666666666666,0.0875376219064817
poems,"Today feels bright and full of possibilities, and I'm excited to see what joy it brings!",0.6333333333333333,0.08948554539839963
poems,"Today feels like a bright step forward, filled with little moments of joy waiting to be discovered!",0.7,0.08509629433967632
poems,"Today feels like a burst of sunshine and laughter, full of moments that make the heart sing!",0.5,0.09284766908852594
poems,Today feels like a celebration just waiting to happen! Let's embrace all the wonderful moments ahead!,0.6666666666666666,0.08753762190648169
poems,Today feels like a celebration waiting to happen! I'm so excited to embrace all the joy and possibilities it brings!,0.7,0.08509629433967632
poems,"Today feels like a celebration, bursting with opportunities and joy around every corner!",0.5666666666666667,0.09201865544655373
poems,"Today feels like a fresh start, and I'm hopeful things will turn out well!",0.6666666666666666,0.08753762190648169
poems,Today feels like a promising start!,0.6666666666666666,0.0875376219064817
poems,Today feels like a step towards something brighter!,0.6333333333333333,0.08948554539839965
poems,Today feels like it has a little spark of possibility!,0.6666666666666666,0.08753762190648169
poems,Today feels like it has the potential for something nice!,0.5333333333333333,0.09264111117062016
poems,Today feels like one of those days where good things are just around the corner!,0.6,0.0909717652294684
poems,Today has a sense of optimism; good things might just be around the corner!,0.8333333333333334,0.0692045665447833
poems,Today has some small moments of brightness that I'm thankful for.,0.43333333333333335,0.09201865544655372
poems,Today is a day filled with boundless joy and excitement! I can hardly contain my happiness as the world unfolds with endless possibilities and wonderful surprises!,0.43333333333333335,0.09201865544655372
poems,"Today is a day filled with excitement and possibilities, ready for us to seize every moment!",0.7,0.08509629433967632
poems,"Today is a day filled with laughter and possibilities, just waiting for us to embrace it!",0.5666666666666667,0.09201865544655372
poems,Today is a day filled with opportunities and delightful surprises waiting to unfold!,0.6333333333333333,0.08948554539839963
poems,Today is a day filled with possibilities and excitement! Let’s embrace it with open hearts!,0.6666666666666666,0.08753762190648169
poems,Today is a wonderful opportunity to find joy in the little things!,0.5333333333333333,0.09264111117062016
poems,"Today is absolutely magical! Every moment sparkles with joy, and I can’t help but feel elated—life is a beautiful celebration right now!",0.7333333333333333,0.08211756827352527
poems,"Today is absolutely perfect! I can’t help but smile as I feel a wave of joy—everything seems magical, and I’m ready to embrace all the wonderful moments that come my way!",0.5666666666666667,0.09201865544655372
poems,"Today is brimming with possibilities, and I can feel the excitement in the air—let's make the most of it!",0.6333333333333333,0.08948554539839963
poems,Today is bursting with excitement and endless possibilities—let's embrace this wonderful journey together!,0.6666666666666666,0.0875376219064817
poems,Today is bursting with joy and endless possibilities! Let's embrace every moment and make the most of it!,0.6333333333333333,0.08948554539839963
poems,Today is bursting with possibilities and joy! Every moment feels like a celebration just waiting to happen!,0.6333333333333333,0.08948554539839963
poems,Today is bursting with possibilities and joy! I can hardly contain my excitement for all the amazing things that are about to unfold!,0.6666666666666666,0.0875376219064817
poems,Today is bursting with possibilities and joy! I can't help but smile at everything that's about to unfold!,0.5666666666666667,0.09201865544655372
poems,"Today is bursting with possibilities, and I can't help but smile at all the joy that lies ahead!",0.6666666666666666,0.08753762190648169
poems,"Today is bursting with possibilities, and I can't wait to see what joy unfolds!",0.6333333333333333,0.08948554539839963
poems,"Today is bursting with possibilities, and I can’t wait to embrace every moment!",0.5666666666666667,0.0920186554465537
poems,"Today is filled with beautiful possibilities, and I can’t wait to see what joy it brings!",0.6,0.0909717652294684
poems,Today is filled with endless possibilities and joy waiting to be embraced!,0.5333333333333333,0.09264111117062016
poems,Today is filled with endless possibilities and joy—let's embrace every moment together!,0.7333333333333333,0.0821175682735253
poems,"Today is filled with endless possibilities, and my heart is overflowing with excitement for all the wonderful things waiting to unfold!",0.6333333333333333,0.08948554539839963
poems,Today is filled with excitement and endless possibilities—let's make the most of it!,0.6,0.09097176522946841
poems,Today is filled with exciting possibilities and endless joy waiting to be discovered!,0.5333333333333333,0.09264111117062017
poems,Today is filled with possibilities and I'm bubbling with excitement for all the wonderful moments ahead!,0.6,0.09097176522946841
poems,"Today is looking bright, and I think there’s a good chance something nice will happen!",0.5666666666666667,0.09201865544655372
poems,Today seems to hold a hint of brightness!,0.6333333333333333,0.08948554539839963
poems,What a beautiful day! I can already feel the joy in the air as I look forward to the fun moments ahead!,0.43333333333333335,0.09201865544655372
poems,"What a lovely day it is! I can feel the excitement in the air, and I can't wait to see what wonderful surprises await!",0.6,0.0909717652294684
