dataset,prompt_template_type,positive,positive
arguments,"You've worked so hard to get to this point, and I truly believe you have the strength to see this through!",0.6,0.0909717652294684
arguments,"You've worked so hard, and I believe in you—just take one step at a time, and you'll get there!",0.7,0.0850962943396763
arguments,"You’re doing better than you realize, and with a little more effort, you can definitely get through this!",0.6,0.09097176522946841
arguments,You’re doing better than you think! Keep pushing forward!,0.7,0.08509629433967632
arguments,You’re doing better than you think! Keep pushing forward—you’re closer than you realize!,0.6,0.0909717652294684
arguments,You’re doing better than you think; keep pushing forward!,0.6,0.09097176522946841
arguments,"You’re making progress, and every step counts!",0.6666666666666666,0.08753762190648169
arguments,"You’re making progress, and every step counts! Keep going!",0.5333333333333333,0.09264111117062016
arguments,"You’re making progress, and every step counts! Keep it up!",0.7666666666666667,0.07854032324531729
arguments,"You’re making progress, and every step you take brings you closer to your goals!",0.6,0.0909717652294684
arguments,"You’re making progress, even if it feels small right now.",0.7,0.08509629433967632
arguments,"You’re making progress, even if it’s small—keep going!",0.7666666666666667,0.0785403232453173
arguments,"You’re more capable than you realize, and I believe you can overcome any challenge that comes your way!",0.6,0.0909717652294684
arguments,You’re on the right track; keep pushing forward!,0.6666666666666666,0.08753762190648169
